,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
378,6667,信紘科技股份有限公司,信紘科,其他電子業,－,苗栗縣竹南鎮公義里友義路66號,89728356,簡士堡,簡士堡,王怡文,副總經理,龔楚喬,037-580791,84/10/17,107/11/13,新台幣 10.0000元,397788780,39778878,0,0,合併,每年,股東會,第一金證券(股)公司股務代理部,02-2563-5711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,陳培德,陳俊宏,Trusval,"No.66, Youyi Rd.,Zhunan Township, Miaoli County , Taiwan",037-580792,IR@trusval.com.tw,http://www.trusval.com.tw,王怡文,副總經理,037-580791,IR@trusval.com.tw,http://www.trusval.com.tw
379,6679,鈺太科技股份有限公司,鈺太,半導體業,－,新竹科學園區篤行路6-1號5樓,27979753,邱景宏,邱景宏,莊育民,副總經理,李政衛,035777509,94/12/12,108/05/09,新台幣 10.0000元,423863350,42386335,0,0,合併,每年,股東會,福邦證券股份有限公司,0223711658,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,陳明煇,林政治,ZILLTEK,"5F.,No.6-1,Dusing Rd., Hsinchu Science ParkHsinchu City,Taiwan",035777390,ir@zilltek.com,www.zilltek.com,莊育民,副總經理,035777509,ir@zilltek.com,www.zilltek.com
380,6680,鑫創電子股份有限公司,鑫創電子,電腦及週邊設備業,－,新北市中和區中正路738號2樓之3,24332747,許育瑞,許育瑞,張甄珍,協理,何明遠,(02)82280101,98/03/20,108/09/16,新台幣 10.0000元,185500000,18550000,0,0,個別,每年,董事會,兆豐證券股份有限公司股務代理部,(02)33930898,台北巿忠孝東路二段95號1樓,安侯建業聯合會計師事務所,區耀軍,顏幸福,SINTRONES,"2F.-3, No.738, Zhongzheng Rd.,Zhonghe Dist., New Taipei City 235, ROC",(02)82280100,ir@sintrones.com,http://www.sintrones.com/,張甄珍,協理,0905766680,ir@sintrones.com,http://www.sintrones.com/
381,6683,雍智科技股份有限公司,雍智科技,半導體業,－,新竹縣竹北市莊敬北路431號,28398895,李職民,盧俊郎,彭恩德,副總經理,曾坤任,03-5509980,95/09/11,108/04/23,新台幣 10.0000元,270756610,27075661,0,0,個別,每年,股東會,凱基證券股份有限公司股務代理部,(02)2314-8800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,陳薔旬,KSMT,"No.431, Zhuangjing N. Rd., Zhubei CityHsinchu County, Taiwan (R.O.C.)",03-550-1128,ksmt@ksmt.com.tw,http://www.ksmt.com.tw,彭恩德,副總經理,(03)550-9980#131,ksmt_ir@ksmt.com.tw,http://www.ksmt.com.tw
382,6684,安格科技股份有限公司,安格,半導體業,－,新竹縣竹北市高鐵二路55號,53172585,胡漢良,藍世旻,陳秉淳,協理,呂妍儀,03-6675345,99/10/21,110/08/11,新台幣 10.0000元,244580000,24458000,0,0,個別,每年,股東會,福邦證券股份有限公司股務代理部,02-23836888,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,虞成全,姚勝雄,AlgolTek,"No. 55, Gaotie 2nd Rd., Zhubei City,Hsinchu County, Taiwan (R.O.C.)",03-6675346,agir@algoltek.com.tw,www.algoltek.com.tw,陳秉淳,發言人,03-6675345,agir@algoltek.com.tw,www.algoltek.com.tw
383,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
384,6690,安碁資訊股份有限公司,安碁資訊,資訊服務業,－,台北市信義區忠孝東路四段563號8樓,70565450,施宣輝,吳乙南,譚百良,財務長,凌秋玉,02-8979-6286,89/05/29,108/10/30,新台幣 10.0000元,169997200,16999720,0,0,個別,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,高靚玟,施威銘,ACSI,"8F., No. 563, Sec. 4, Zhongxiao E. Rd., Xinyi Dist.Taipei City 110, Taiwan (R.O.C.)",02-2756-6286,ir@acercsi.com,www.acercsi.com/,凌秋玉,總監,02-8979-6286,ir@acercsi.com,https://www.acercsi.com/
385,6697,東捷資訊服務股份有限公司,東捷資訊,資訊服務業,－,台北市南港區三重路19-8號5樓,23929058,高尚偉,高尚偉,洪龍珠,財務長,劉新正,26552525,79/12/01,108/12/26,新台幣 10.0000元,273233640,27323364,5084273,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,支秉鈞,賴宗羲,ITTS,"5F, NO.19-8, SANCHONG ROAD, NAN KANGTAIPEI, TAIWAN",26551010,ir@itts.com.tw,http://www.itts.com.tw,洪龍珠,財務長,0958986697,ir@itts.com.tw,https://www.itts.com.tw/zh-tw/stakeholder
386,6716,應廣科技股份有限公司,應廣,半導體業,－,新竹市公道五路三段1號6樓之6,27619977,唐燦弼,唐燦弼,黃俊琅,特助,李仁修,03-5728688,94/02/17,109/03/27,新台幣 10.0000元,245234000,24523400,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,02-33930898,臺北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,葉東煇,PDK,"6F-6, No.1, Sec. 3, Gongdao 5th Rd.HsinChu City 300042, Taiwan, R.O.C.",03-5728998,spokesmen@padauk.com.tw,http://www.padauk.com.tw,黃俊琅,特助,03-5728688,spokesmen@padauk.com.tw,http://www.padauk.com.tw
387,6727,亞泰金屬工業股份有限公司,亞泰金屬,電子零組件業,－,桃園市楊梅區民富路二段199巷16號,04393941,鄒貴銓,黃源財,江衍謙,總經理室副總經理,梁秀如,(03)4727111,62/10/29,109/12/01,新台幣 10.0000元,210001250,21000125,0,0,合併,每年,股東會,華南永昌綜合證券(股)公司股務部,02-27186425,台北市民生東路四段54號4樓,勤業眾信聯合會計師事務所,陳重成,張耿禧,AMI,"No.16, Ln. 199, Sec. 2, Minfu Rd., Yangmei Dist.Taoyuan City 32663, Taiwan (R.O.C.)",(03)4723418,amiservice@asiametalinc.com,www.asiametal.com.tw,江衍謙,總經理室副總經理,(03)4727111,amiservice@asiametalinc.com,https://www.asiametal.com.tw/services/services-e
388,6732,昇佳電子股份有限公司,昇佳電子,半導體業,－,新竹縣竹北市台元二街6號11樓,25079572,李盛樞,楊祝原,魏良光,處長,毛廷方,03-5601000,98/12/01,109/06/08,新台幣 10.0000元,489126180,48912618,0,0,個別,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段 96 號 B1,勤業眾信聯合會計師事務所,林政治,黃裕峰,sensortek,"11F., No. 6, Taiyuan 2nd St.Jhubei City,Hsinchu County 302, Taiwan",03-5601234,spokesperson@sensortek.com.tw,http://www.sensortek.com.tw,毛廷方,副理,03-5601000,vivian_mao@sensortek.com.tw,http://www.sensortek.com.tw
389,6751,智聯服務股份有限公司,智聯服務,資訊服務業,－,新竹縣竹北市自強南路8號7樓之10,57604000,施宣輝,韓政達,韓政達,總經理,齊祖杰,03-533-9141,106/09/13,109/12/25,新台幣 10.0000元,130300000,13030000,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6 號6樓,勤業眾信聯合會計師事務所,邱盟捷,蔡振財,AST,"7F.-10, No. 8, Ziqiang S. Rd., Zhubei City,Hsinchu County 302, Taiwan (R.O.C.)",03-542-4157,IR.AST@acer-ast.com,https://www.acer-ast.com/,齊祖杰,財務長,03-533-9141,IR.AST@acer-ast.com,https://www.acer-ast.com/finance/#block1970
390,6752,叡揚資訊股份有限公司,叡揚,資訊服務業,－,台北市中山區德惠街9號5樓,22425662,張培鏞,陳世安,林秋丹,處長,王佳琪,02-25867890,76/03/16,109/12/10,新台幣 10.0000元,283020000,28302000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,于紀隆,林恒昇,GSS,"5F., No.9, Dehui St., Zhongshan DistrictTaipei,Taiwan",02-25868787,GSSIR@gss.com.tw,https://www.gss.com.tw,陳淑卿,執行長特助,02-25867890,GSSIR@gss.com.tw,https://www.gss.com.tw/csr
391,6761,穩得實業股份有限公司,穩得,電子零組件業,－,新北市新店區寶橋路188號6樓及6樓之1,05052033,高治宏,高治宏,楊正男,財會處處長,詹博翔,(02)2917-5770,68/06/27,110/11/08,新台幣 10.0000元,239085130,23908513,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,杜佩玲,陳晉昌,Wendell,"6F&6F-1 No.188 Baoqiao Road, Xindian DistrictNew Taipei City 23145, Taiwan R.O.C",(02)2917-3752,invest@wendell.com.tw,https://www.wendell.com.tw/zh/,楊正男,財會處處長,(02)2917-5770,invest@wendell.com.tw,https://www.wendell.com.tw/zh/investors/
392,6788,華景電通股份有限公司,華景電,半導體業,－,苗栗縣竹南鎮科義街41號,12613876,陳榮華,羅宏輝,古震維,副總經理,管恩虎,(037)580-708,89/09/07,110/09/29,新台幣 10.0000元,347396830,34739683,0,0,合併,每年,股東會,富邦綜合證券(股)股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,鄭雅慧,林玉寬,Brillian,"No. 41, Keyi St., Zhunan Township,Miaoli County 350, Taiwan (R.O.C.)",(037)580-728,ir@brillian.com.tw,www.brillian.com.tw,古震維,副總經理,(037)580-708,ir@brillian.com.tw,無
393,7402,邑錡股份有限公司,邑錡,光電業,－,台北市內湖區洲子街105及107號4樓,80538664,陳世哲,陳世哲,周裕欽,品牌行銷部經理,謝螢玉,02-87510306,92/11/06,104/12/29,新台幣 10.0000元,248228480,24822848,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,邱政俊,簡明彥,Brinno,"4F.,No.105&107, Zhouzi St.,Taipei City 11493, Taiwan (R.O.C)",02-87510549,carol@brinno.com,www.brinno.com,周裕欽,品牌行銷部經理,02-87510306,gary@brinno.com,http://www.brinno.com/tw/stakeholder
394,7556,意德士科技股份有限公司,意德士科技,半導體業,－,台北市民生東路二段170號4樓,70381684,闕聖哲,闕聖哲,莊雅月,副總經理,周明璇,(02)25063000,88/07/15,109/10/30,新台幣 10.0000元,220275800,22027580,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)23816288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,林恒昇,楊樹芝,YEEDEX,"4F.,No.170,Sec.2,Minsheng E.Rd.,Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)25062128,info@yeedex.com.tw,www.yeedex.com.tw,周明璇,協理,(02)25063000,info@yeedex.com.tw,www.yeedex.com.tw
395,8024,佑華微電子股份有限公司,佑華,半導體業,－,新竹市光復路2段295號9樓之1,86806602,林振興,翁啟培,翁啟培,總經理,鄧淑美,03-5736660,81/07/28,95/09/25,新台幣 10.0000元,451601000,45160100,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蔡美貞,方蘇立,Alpha,"9F-1,295,Sec. 2,Kuang Fu RoadHsinchu, Taiwan, R.O.C",03-5736661,shareholder@ealpha.com.tw,www.ealpha.com.tw,鄧淑美,資深經理,03-5736660#399,shareholder@ealpha.com.tw,http://www.ealpha.com.tw/tw/info.asp
396,8032,光菱電子股份有限公司,光菱,電子通路業,－,新北市汐止區新台五路一段79號9樓之7,22626725,廖順榮,陳建龍,帥緒廷,執行副總經理,邱建明,(02)26981143,76/08/15,92/10/02,新台幣 10.0000元,518103000,51810300,0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號地下一樓,勤業眾信會計師事務所,陳俊宏,簡明彥,KORYO,"9F.-7, No.79, Sec. 1, Xintai 5th Rd.,Xizhi Dist.,New Taipei City 221,TaiwanTAIPEI,TAIWAN,R.O.C",(02)26981147,ir@koryo.com.tw,www.koryo.com.tw,邱建明,人資副理,(02)26981143,ir@koryo.com.tw,www.koryo.com.tw
397,8034,榮群電訊股份有限公司,榮群,通信網路業,－,新竹科學工業園區工業東九路五號３樓,86001464,王慶橖,王慶橖,黃鳳珠,財務長,王藝錚,03-5788693,81/04/20,93/05/06,新台幣 10.0000元,628737250,62873725,0,0,合併,每年,股東會,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3F,資誠聯合會計師事務所,江采燕,李典易,OPNET,"3F, No.5,Industry E, Rd. IX, Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.",03-5789788,ir@opnet.com.tw,www.opnet.com.tw,黃鳳珠,財務長,03-5788693-500,spokesperson@opnet.com.tw,http://www.opnet.com.tw/tw/InvestorRelations.html
398,8038,長園科技實業股份有限公司,長園科,電子零組件業,－,(407)中部科學工業園區台中市西屯區科雅東路9號,16207745,張李琇玉,張惇育,張惇育,總經理,李珮雯,04-25658768,86/08/28,102/11/21,新台幣 10.0000元,598141900,59814190,1300000,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市承德路三段210號B1,資誠聯合會計師事務所,劉美蘭,王玉娟,CAEC,"NO.9,Keya E.Rd,Situn District, Taichung City 407.TAICHUNG, TAIWAN",04-25658368,ir@caec.com.tw,www.caec.com.tw,李珮雯,資深經理,04-25658768,ir@caec.com.tw,http://www.caec.com.tw/investor.php
399,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
400,8040,九暘電子股份有限公司,九暘,半導體業,－,新竹市光復路2段2巷47號10樓之1,16069953,羅瑞祥,潘建華,王婉娥,處長,林靜瑩,03-5750275,86/07/19,96/04/30,新台幣 10.0000元,688990740,68899074,0,0,個別,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,劉倩瑜,林玉寬,IC+,"10F, No.47, Lane 2, Kwang-Fu RD. Sec. 2,Hsin-Chu, Taiwan, R.O.C.",03-5750475,investor@icplus.com.tw,www.icplus.com.tw,王婉娥,處長,03-5750275,investor@icplus.com.tw,www.icplus.com.tw
401,8042,臺灣金山電子工業股份有限公司,金山電,電子零組件業,－,新北市三重區光復路一段六十八巷十一弄一號二樓,03550210,江士勳,江慶信,陳安琪,管理部處長,蔡茂松,(02)29950535,59/03/20,93/03/22,新台幣 10.0000元,1294625490,129462549,0,0,合併,每年,董事會,福邦證券股務代理部,(02)2383-6888,台北市中正區忠孝西路一路6號6樓,昊興聯合會計師事務所,林佑軒,阮呂紹威,CHINSAN,"2F, No. 1, Alley11, Lane 68, Sec. 1, Kwang-Fu RoadSanChung Dist.,New Taipei City Taiwan",(02)29950202,hh.chang@chinsan.com,www.chinsan.com,蔡茂松,財務長,(02)29950535#223,Mason.Tsai@chinsan.com,www.chinsan.com
402,8043,蜜望實企業股份有限公司,蜜望實,電子零組件業,－,台北市內湖區內湖路1段316號8樓,23310983,林訓民,林訓民,蔡素卿,財務部經理,張文文,(02)87511779,78/05/20,92/10/24,新台幣 10.0000元,799071700,79907170,0,0,合併,每年,董事會,凱基證券股份有限公司,2389-2999,台北市重慶南路1段2號5樓,資誠聯合會計師事務所,吳郁隆,黃世鈞,3H,"8F, NO .316 ,NEIHU ROAD,SEC. 1, TAIPEI, TAIWAN R. O. C.",(02)27995753,stone@threehhh.com.tw,WWW.THREEHHH.COM.TW,蔡素卿,財務部經理,8751-1779,emma@threehhh.com.tw,http://www.threehhh.com.tw/?action=case&id=33
403,8047,星雲電腦股份有限公司,星雲,其他電子業,－,新北市汐止區福德二路236號4樓,23360202,賴金森,石梁,周璿璿,財務部副總,待補,02 26946687,78/04/20,93/02/09,新台幣 10.0000元,416663430,41666343,0,0,合併,每年,股東會,日盛證券股份有限公司,02 25419977,台北市中山區南京東路二段85號7樓,安侯建業聯合會計師事務所,陳宗哲,曾國禓,GCC,"4F,No.236,Fu-Te 2nd Rd.,Xizhi Dist., New Taipei City 221 ,Taiwan",02 26935690,diane.chou@gcc.com.tw,http://www.gccworld.com,周璿璿,財務部副總,分機211,diane.chou@gcc.com.tw,http://www.gccworld.com
404,8048,德勝科技股份有限公司,德勝,通信網路業,－,台北市南港路三段50巷1號3樓,05094603,林坤銘,楊育哲,王鵬森,副執行長,陳雲珍,02-27853961,70/07/14,98/09/08,新台幣 10.0000元,544712060,54471206,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,10365台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,林淑如,張淳儀,RUBYTECH,"3/F, NO.1, LANE 50, NAN KANG RD., SEC.3,TAIPEI, TAIWAN. R.O.C.",02-27863012,rubytech@mail.rubytech.com.tw,www.rubytech.com.tw,王鵬森,副執行長,02-27853961,spokesman@mail.rubytech.com.tw,http://www.rubytech.com.tw/rubytech/investors/
405,8049,晶采光電科技股份有限公司,晶采,光電業,－,新北市汐止區新台五路一段116號4樓,16440433,蘇漢傑,陳志湧,陳科宏,財務長,黃秋凌,(02)2696-7269,87/03/17,93/02/02,新台幣 10.0000元,1182798080,118279808,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,李慈慧,郭欣頤,AMPIRE,"4th/FL. No. 116, Sec. 1, Hsin-Tai 5th Rd., Hsi-Chih city,Taipei Hsien, Tawian, R.O.C.",(02)2696-7196,pure.yang@ampire.com.tw,www.ampire.com.tw,陳科宏,財務長,(02)2696-7269#2300,investor@ampire.com.tw,http://www.ampire.com.tw/tc/p9-shareholder.asp
406,8050,廣積科技股份有限公司,廣積,電腦及週邊設備業,－,台北市南港區園區街3-1號11樓,70479315,林秋旭,陳友南,許吳椿,處總經理,陳友南,26557588,89/02/15,92/10/24,新台幣 10.0000元,1770997730,177099773,0,0,合併,每年,董事會,台新證券股務代理部,25048125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,陳致源,李東峰,IBASE,"11F,No3-1,YuanCyu Street,Taipei 115,Taiwan(NanKang Software Park)Taipei, Taiwan, R. O. C.",26557388,benny@ibase.com.tw,www.ibase.com.tw,許吳椿,處總經理,26557588,marketing@ibase.com.tw,www.ibase.com.tw
